record_version,record_number,record_timestamp,aux_timestamp,ir_object_temp_cC,ir_ambient_temp_cC,aux_flags
2,0,1757714266109,1757714266273,0,0,7
2,1,1757714266275,1757714266496,0,-1,31
2,2,1757714266442,1757714266598,0,-1,31
2,3,1757714266609,1757714266746,0,-1,31
2,4,1757714266775,1757714266896,0,-1,31
2,5,1757714266942,1757714267107,0,-1,31
2,5,1757714266942,1757714267107,0,-1,31
2,6,1757714267109,1757714267205,0,-1,31
2,7,1757714267275,1757714267355,0,-1,31
2,8,1757714267442,1757714267355,0,-1,31
2,9,1757714267609,1757714267355,0,-1,31
2,10,1757714267775,1757714267924,0,-1,31
2,11,1757714267942,1757714268121,0,-1,31
2,12,1757714268109,1757714268220,0,-1,31
2,13,1757714268275,1757714268370,0,-1,31
2,14,1757714268442,1757714268370,0,-1,31
2,16,1757714268775,1757714268942,0,-1,31
2,16,1757714268775,1757714268942,0,-1,31
2,17,1757714268942,1757714269091,0,-1,31
2,18,1757714269109,1757714269289,0,-1,31
2,19,1757714269275,1757714269399,0,-1,31
2,20,1757714269442,1757714269399,0,-1,31
2,22,1757714269775,1757714269951,0,-1,31
2,23,1757714269942,1757714270108,0,-1,31
2,24,1757714270109,1757714270309,0,-1,31
2,25,1757714270275,1757714270408,0,-1,31
2,26,1757714270442,1757714270408,0,-1,31
2,27,1757714270609,1757714270408,0,-1,31
2,28,1757714270775,1757714270973,0,-1,31
2,29,1757714270942,1757714271122,0,-1,31
2,30,1757714271109,1757714271320,0,-1,31
2,30,1757714271109,1757714271320,0,-1,31
2,32,1757714271442,1757714271419,0,-1,31
2,32,1757714271442,1757714271419,0,-1,31
2,34,1757714271775,1757714271933,0,-1,31
2,35,1757714271942,1757714272143,0,-1,31
2,36,1757714272109,1757714272292,0,-1,31
2,37,1757714272275,1757714272492,0,-1,31
2,38,1757714272442,1757714272641,0,-1,31
2,39,1757714272609,1757714272839,0,-1,31
2,40,1757714272775,1757714272938,0,-1,31
2,40,1757714272775,1757714272938,0,-1,31
2,41,1757714272942,1757714273139,0,-1,31
2,42,1757714273109,1757714273296,0,-1,31
2,43,1757714273275,1757714273496,0,-1,31
2,45,1757714273609,1757714273496,0,-1,31
2,46,1757714273775,1757714273966,0,-1,31
2,47,1757714273942,1757714274174,0,-1,31
2,48,1757714274109,1757714274323,0,-1,31
2,49,1757714274275,1757714274473,0,-1,31
2,50,1757714274442,1757714274573,0,-1,31
2,51,1757714274609,1757714274573,0,-1,31
2,52,1757714274775,1757714274984,0,-1,31
2,53,1757714274942,1757714275194,0,-1,31
2,54,1757714275109,1757714275343,0,-1,31
2,55,1757714275275,1757714275503,0,-1,31
2,56,1757714275442,1757714275603,0,-1,31
2,57,1757714275609,1757714275603,0,-1,31
2,58,1757714275775,1757714276000,0,-1,31
2,59,1757714275942,1757714276200,0,-1,31
2,60,1757714276109,1757714276357,0,-1,31
2,61,1757714276275,1757714276505,0,-1,31
2,62,1757714276442,1757714276554,0,-1,31
2,63,1757714276609,1757714276554,0,-1,31
2,64,1757714276775,1757714277017,0,-1,31
2,65,1757714276942,1757714277123,0,-1,31
2,66,1757714277109,1757714277372,0,-1,31
2,67,1757714277275,1757714277520,0,-1,31
2,68,1757714277442,1757714277567,0,-1,31
2,68,1757714277442,1757714277567,0,-1,31
2,70,1757714277775,1757714278033,0,-1,31
2,70,1757714277775,1757714278033,0,-1,31
2,71,1757714277942,1757714278140,0,-1,31
2,72,1757714278109,1757714278389,0,-1,31
2,73,1757714278275,1757714278538,0,-1,31
2,75,1757714278609,1757714278586,0,-1,31
2,76,1757714278775,1757714279050,0,-1,31
2,77,1757714278942,1757714279148,0,-1,31
2,78,1757714279109,1757714279407,0,-1,31
2,79,1757714279275,1757714279555,0,-1,31
2,80,1757714279442,1757714279705,0,-1,31
2,81,1757714279609,1757714279705,0,-1,31
2,82,1757714279775,1757714280068,0,-1,31
2,83,1757714279942,1757714280176,0,-1,31
2,84,1757714280109,1757714280426,0,-1,31
2,85,1757714280275,1757714280575,0,-1,31
2,86,1757714280442,1757714280725,0,-1,31
2,87,1757714280609,1757714280773,0,-1,31
2,88,1757714280775,1757714281084,0,-1,31
2,89,1757714280942,1757714281190,0,-1,31
2,90,1757714281109,1757714281338,0,-1,31
2,91,1757714281275,1757714281588,0,-1,31
2,92,1757714281442,1757714281695,0,-1,31
2,93,1757714281609,1757714281695,0,-1,31
2,94,1757714281775,1757714282101,0,-1,31
2,95,1757714281942,1757714282199,0,-1,31
2,96,1757714282109,1757714282358,0,-1,31
2,97,1757714282275,1757714282608,0,-1,31
2,98,1757714282442,1757714282757,0,-1,31
2,99,1757714282609,1757714282757,0,-1,31
2,100,1757714282775,1757714283120,0,-1,31
2,101,1757714282942,1757714283227,0,-1,31
2,102,1757714283109,1757714283376,0,-1,31
2,103,1757714283275,1757714283628,0,-1,31
2,104,1757714283442,1757714283727,0,-1,31
2,105,1757714283609,1757714283886,0,-1,31
2,106,1757714283775,1757714284136,0,-1,31
2,107,1757714283942,1757714284235,0,-1,31
2,108,1757714284109,1757714284384,0,-1,31
2,109,1757714284275,1757714284632,0,-1,31
2,110,1757714284442,1757714284789,0,-1,31
2,111,1757714284609,1757714284836,0,-1,31
2,112,1757714284775,1757714284836,0,-1,31
2,113,1757714284942,1757714285252,0,-1,31
2,114,1757714285109,1757714285401,0,-1,31
2,115,1757714285275,1757714285611,0,-1,31
2,116,1757714285442,1757714285761,0,-1,31
2,117,1757714285609,1757714285961,0,-1,31
2,117,1757714285609,1757714285961,0,-1,31
2,118,1757714285775,1757714286011,0,-1,31
2,120,1757714286109,1757714286423,0,-1,31
2,120,1757714286109,1757714286423,0,-1,31
2,121,1757714286275,1757714286571,0,-1,31
2,122,1757714286442,1757714286820,0,-1,31
2,124,1757714286775,1757714286970,0,-1,31
2,125,1757714286942,1757714287283,0,-1,31
2,126,1757714287109,1757714287431,0,-1,31
2,127,1757714287275,1757714287579,0,-1,31
2,128,1757714287442,1757714287837,0,-1,31
2,129,1757714287609,1757714287987,0,-1,31
2,130,1757714287775,1757714288087,0,-1,31
2,131,1757714287942,1757714288300,0,-1,31
2,132,1757714288109,1757714288449,0,-1,31
2,132,1757714288109,1757714288449,0,-1,31
2,133,1757714288275,1757714288607,0,-1,31
2,134,1757714288442,1757714288859,0,-1,31
2,135,1757714288609,1757714288958,0,-1,31
2,137,1757714288942,1757714289326,0,-1,31
2,138,1757714289109,1757714289474,0,-1,31
2,139,1757714289275,1757714289623,0,-1,31
2,140,1757714289442,1757714289875,0,-1,31
2,141,1757714289609,1757714289974,0,-1,31
2,142,1757714289775,1757714290133,0,-1,31
2,143,1757714289942,1757714290333,0,-1,31
2,144,1757714290109,1757714290483,0,-1,31
2,145,1757714290275,1757714290683,0,-1,31
2,145,1757714290275,1757714290683,0,-1,31
2,147,1757714290609,1757714291037,0,-1,31
2,147,1757714290609,1757714291037,0,-1,31
2,148,1757714290775,1757714291186,0,-1,31
2,149,1757714290942,1757714291353,0,-1,31
2,150,1757714291109,1757714291502,0,-1,31
2,151,1757714291275,1757714291712,0,-1,31
2,152,1757714291442,1757714291861,0,-1,31
2,153,1757714291609,1757714292057,0,-1,31
2,154,1757714291775,1757714292205,0,-1,31
2,155,1757714291942,1757714292368,0,-1,31
2,156,1757714292109,1757714292526,0,-1,31
2,157,1757714292275,1757714292674,0,-1,31
2,158,1757714292442,1757714292823,0,-1,31
2,159,1757714292609,1757714293073,0,-1,31
