time,seconds_elapsed,z,y,x
1710940771777603600,0.136603515625,9.582000732421875,2.677950143814087,-3.0390000343322754
1710940771871637200,0.23063720703125,8.158950805664062,3.238950252532959,-2.794950246810913
1710940771965671200,0.324671142578125,9.91200065612793,2.2139999866485596,-3.375000238418579
1710940772059704800,0.418704833984375,9.534000396728516,2.458050012588501,-2.9890501499176025
1710940772153738800,0.51273876953125,9.108000755310059,2.319000005722046,-2.0530500411987305
1710940772247772700,0.606772705078125,9.517050743103027,1.2510000467300415,-2.48895001411438
1710940772341806300,0.700806396484375,8.641050338745117,1.5859500169754028,-1.477950096130371
1710940772435840000,0.794840087890625,12.700950622558594,1.5769500732421875,-0.4440000355243683
1710940772529874000,0.8888740234375,9.607950210571289,0.5879999995231628,-1.3320000171661377
1710940772623907600,0.982907470703125,12.052950859069824,0.9180000424385071,0.14595000445842743
1710940772717941500,1.07694140625,8.956950187683105,0.8130000233650208,-0.42000001668930054
1710940772811975400,1.170975341796875,9.730050086975098,0.3820500075817108,-0.5329500436782837
1710940772906009000,1.265009033203125,10.969950675964355,-0.4930500090122223,0.43605002760887146
1710940773000042800,1.359042724609375,9.934050559997559,0.1380000114440918,-0.6910500526428223
1710940773094076700,1.45307666015625,9.390000343322754,-0.05295000225305557,-0.4249500334262848
1710940773188110300,1.5471103515625,10.563000679016113,-0.4069500267505646,-0.8970000147819519
1710940773282144300,1.641144287109375,9.86400032043457,-0.37800002098083496,-0.8080500364303589
1710940773376178000,1.735177978515625,10.087050437927246,-0.43095001578330994,-0.7939500212669373
1710940773470211800,1.8292119140625,9.517050743103027,-0.09600000083446503,-0.8149500489234924
1710940773564245800,1.923245849609375,9.418950080871582,0.16200000047683716,-0.7309500575065613
1710940773658279400,2.017279541015625,9.843000411987305,0.04500000178813934,-0.7770000100135803
1710940773752313300,2.111313232421875,9.871050834655762,-0.0019500000635161996,-0.6810000538825989
1710940773846346800,2.2053466796875,9.756000518798828,0.2740500271320343,-0.4819500148296356
1710940773940380700,2.299380615234375,9.850050926208496,0.21495001018047333,-0.7240500450134277
1710940774034414300,2.393414306640625,9.562950134277344,0.2530499994754791,-0.7429500222206116
1710940774128448300,2.4874482421875,9.691950798034668,0.34095001220703125,-0.7770000100135803
1710940774222482200,2.581482177734375,9.790050506591797,0.2460000067949295,-0.736050009727478
1710940774316515800,2.675515869140625,9.756000518798828,0.24105000495910645,-0.8370000123977661
1710940774410549500,2.769549560546875,9.667950630187988,0.28200000524520874,-0.8509500622749329
1710940774504583400,2.86358349609375,9.709050178527832,0.34095001220703125,-0.9640500545501709
1710940774598617000,2.9576171875,9.895050048828125,0.4519500136375427,-1.0380001068115234
1710940774692651000,3.051651123046875,9.8860502243042,0.527999997138977,-1.1959500312805176
1710940774786684700,3.1456845703125,9.958050727844238,0.5520000457763672,-1.227000117301941
1710940774880718600,3.239718505859375,9.631950378417969,0.6529500484466553,-1.0810500383377075
1710940774974752500,3.33375244140625,9.618000030517578,0.6340500116348267,-1.0399500131607056
1710940775068786200,3.4277861328125,9.62700080871582,0.6190500259399414,-1.1599500179290771
1710940775162820000,3.521820068359375,9.850050926208496,0.6139500141143799,-1.4089500904083252
1710940775256853800,3.615853759765625,9.819000244140625,0.7320000529289246,-1.366050124168396
1710940775350887400,3.709887451171875,9.760950088500977,0.6000000238418579,-1.0279500484466553
1710940775444921300,3.80392138671875,9.62700080871582,0.7219500541687012,-0.7699500322341919
1710940775538955300,3.897955322265625,10.128000259399414,0.4540500342845917,-0.6690000295639038
1710940775632989000,3.991989013671875,9.62700080871582,0.583050012588501,-0.5809500217437744
1710940775727022800,4.08602294921875,9.816000938415527,0.5209500193595886,-0.6499500274658203
1710940775821056500,4.180056396484375,9.723000526428223,0.5020500421524048,-0.7150500416755676
1710940775915090400,4.27409033203125,9.744000434875488,0.46800002455711365,-0.4540500342845917
1710940776009124000,4.3681240234375,9.91200065612793,0.42000001668930054,-0.2760000228881836
1710940776103157800,4.46215771484375,9.973950386047363,0.5329500436782837,-0.2650500237941742
1710940776197191700,4.556191650390625,9.558000564575195,0.47505003213882446,0.1099500060081482
1710940776291225600,4.6502255859375,9.739950180053711,0.49500003457069397,0.010050000622868538
1710940776385259300,4.74425927734375,9.76395034790039,0.6169500350952148,-0.17595000565052032
1710940776479293200,4.838293212890625,10.081950187683105,0.40605002641677856,-0.609000027179718
1710940776573327000,4.9323271484375,9.712950706481934,0.5160000324249268,-0.4630500078201294
1710940776667360800,5.02636083984375,9.86400032043457,0.5190000534057617,-0.28395000100135803
1710940776761394400,5.12039453125,9.982050895690918,0.5879999995231628,-0.016050001606345177
1710940776855428400,5.214428466796875,9.780000686645508,0.6340500116348267,0.06705000251531601
1710940776949462000,5.3084619140625,9.871050834655762,0.6220500469207764,0
1710940777043496000,5.402495849609375,9.832950592041016,0.7219500541687012,-0.08295000344514847
1710940777137529900,5.49652978515625,9.780000686645508,0.697950005531311,-0.11400000751018524
1710940777231563500,5.5905634765625,9.57705020904541,0.6840000152587891,-0.6550500392913818
1710940777325597200,5.68459716796875,9.28695011138916,0.8110500574111938,-1.231950044631958
1710940777419631000,5.778631103515625,9.760950088500977,0.909000039100647,-1.6410000324249268
1710940777513665000,5.8726650390625,9.910050392150879,1.1959500312805176,-2.16795015335083
1710940777607698700,5.96669873046875,9.297000885009766,1.2679500579833984,-1.480950117111206
1710940777701732600,6.060732666015625,9.898050308227539,0.921000063419342,-1.1100000143051147
1710940777795766500,6.1547666015625,9.739950180053711,0.8680500388145447,-1.5100500583648682
1710940777889800000,6.248800048828125,9.733050346374512,0.8830500245094299,-1.9360500574111938
1710940777983833900,6.342833740234375,9.559950828552246,1.440000057220459,-2.0820000171661377
1710940778077867800,6.43686767578125,9.415950775146484,2.307000160217285,-2.07705020904541
1710940778171901700,6.530901611328125,9.747000694274902,1.8690000772476196,-1.2679500579833984
1710940778265935600,6.624935546875,9.62505054473877,1.858950138092041,-1.5619500875473022
1710940778359969300,6.71896923828125,9.342000007629395,2.001000165939331,-2.035950183868408
1710940778454003200,6.813003173828125,9.190950393676758,2.2210500240325928,-2.5530002117156982
1710940778548036900,6.907036865234375,8.551950454711914,3.0949501991271973,-3.142050266265869
1710940778642070800,7.00107080078125,9.844950675964355,2.5420501232147217,-2.287950038909912
1710940778736104400,7.0951044921875,7.759950160980225,3.0610501766204834,-0.23100000619888306
1710940778830138400,7.189138427734375,13.108050346374512,2.0820000171661377,-0.08295000344514847
1710940778924172000,7.283172119140625,7.815000534057617,3.00600004196167,-1.3180500268936157
1710940779018206000,7.3772060546875,9.682050704956055,3.0900001525878906,-1.8160500526428223
1710940779112239900,7.471239990234375,9.021000862121582,2.9700000286102295,-1.3560000658035278
1710940779206273500,7.5652734375,9.282000541687012,2.8789501190185547,-1.0399500131607056
1710940779300307500,7.659307373046875,9.567000389099121,2.8819501399993896,-0.41505002975463867
1710940779394341400,7.75334130859375,8.815950393676758,2.776050090789795,-0.05895000323653221
1710940779488375000,7.847375,9.33495044708252,2.5390501022338867,-1.7590501308441162
1710940779582409000,7.941408935546875,9.04995059967041,3.0799500942230225,-2.1060001850128174
1710940779676442600,8.035442626953126,10.77405071258545,3.025050163269043,-1.9960501194000244
1710940779770476300,8.129476318359375,8.728950500488281,2.914950132369995,-2.379000186920166
