time,seconds_elapsed,z,y,x
1710940771772902000,0.13190185546875,-0.08676250278949738,-0.5439500212669373,-0.4045250117778778
1710940771866935600,0.225935546875,0.09047500044107437,-0.320374995470047,-0.13199999928474426
1710940771960969500,0.319969482421875,0.13433749973773956,-0.2630375027656555,-0.48276248574256897
1710940772055003400,0.41400341796875,-0.01347499992698431,-0.5268999934196472,-0.33371248841285706
1710940772149037000,0.508037109375,0.28833749890327454,0.09858749806880951,-0.4545750021934509
1710940772243071000,0.602071044921875,0.07947500050067902,-0.050462499260902405,-0.15289999544620514
1710940772337104600,0.696104736328125,-0.11604999750852585,-0.6575250029563904,-0.43876248598098755
1710940772431138600,0.790138671875,-0.15386250615119934,-1.1706750392913818,0.29067498445510864
1710940772525172000,0.884171875,-0.11976250261068344,-0.5281375050544739,-0.8186749815940857
1710940772619206000,0.978205810546875,0.273624986410141,-0.8408125042915344,0.02681249938905239
1710940772713239800,1.07223974609375,0.0635249987244606,0.2733500003814697,0.0340999998152256
1710940772807273500,1.1662734375,-0.02199999988079071,-0.052799999713897705,-0.4375250041484833
1710940772901307400,1.260307373046875,0.4641999900341034,0.11453749984502792,-0.29823750257492065
1710940772995341300,1.35434130859375,0.16609999537467957,0.09858749806880951,-0.10395000129938126
1710940773089375000,1.448375,-0.02681249938905239,0.23182499408721924,-0.23100000619888306
1710940773183408600,1.54240869140625,0.03904999792575836,0.09006249904632568,-0.3702875077724457
1710940773277442600,1.636442626953125,-0.09281250089406967,-0.013749999925494194,0.04633750021457672
1710940773371476200,1.730476318359375,-0.004812499973922968,-0.05403750017285347,0.2186249941587448
1710940773465510100,1.82451025390625,-0.0672374963760376,-0.04675000160932541,0.35048750042915344
1710940773559544000,1.9185439453125,0.006049999967217445,0.0057749999687075615,0.08291249722242355
1710940773653577700,2.01257763671875,0.0085249999538064,-0.10408750176429749,0.007287499960511923
1710940773747611400,2.106611328125,-0.0170499999076128,0.002199999988079071,0.09157499670982361
1710940773841645300,2.200645263671875,0.010999999940395355,0.03753750026226044,0.07686249911785126
1710940773935679000,2.294678955078125,0.032999999821186066,0.0644875019788742,0.015812499448657036
1710940774029712600,2.388712646484375,0.042762499302625656,0.0644875019788742,0.028049999848008156
1710940774123746600,2.48274658203125,0.03671250119805336,0.011962499469518661,0.05362499877810478
1710940774217780200,2.5767802734375,0.06599999964237213,0.0032999999821186066,-0.007424999959766865
1710940774311814100,2.670814208984375,0.057475000619888306,-0.013749999925494194,0.006049999967217445
1710940774405848000,2.76484814453125,0.05252499878406525,-0.006462499964982271,-0.006187499966472387
1710940774499881500,2.858881591796875,0.06228749826550484,-0.010037500411272049,-0.030662499368190765
1710940774593915400,2.952915283203125,0.07328750193119049,0.021724998950958252,0.010862499475479126
1710940774687949300,3.04694921875,0.030524998903274536,0.05224999785423279,0.030387500301003456
1710940774781983000,3.14098291015625,-0.0012374999932944775,0.03506249934434891,0.05967500060796738
1710940774876017000,3.235016845703125,0.00976249948143959,0.007012499962002039,0.06462500244379044
1710940774970050600,3.329050537109375,-0.01223750039935112,-0.056512501090765,0.0193875003606081
1710940775064084500,3.42308447265625,-0.028049999848008156,-0.018699999898672104,0.032862499356269836
1710940775158118100,3.5171181640625,-0.028049999848008156,-0.018699999898672104,0.009624999947845936
1710940775252152000,3.611152099609375,-0.04647500067949295,-0.06503749638795853,0.0010999999940395355
1710940775346186000,3.70518603515625,-0.02447500079870224,0.05348749831318855,-0.06737499684095383
1710940775440219600,3.7992197265625,-0.059812501072883606,-0.113987497985363,0.1391499936580658
1710940775534253300,3.89325341796875,-0.08923749625682831,-0.19085000455379486,-0.10271249711513519
1710940775628287200,3.987287353515625,-0.14904999732971191,-0.045512501150369644,0.06833750009536743
1710940775722321000,4.08132080078125,-0.22481249272823334,-0.05156249925494194,0.049912501126527786
1710940775816354800,4.175354736328125,-0.2162874937057495,-0.060224998742341995,-0.0147124994546175
1710940775910388500,4.269388427734375,-0.25286251306533813,-0.018699999898672104,0.027912499383091927
1710940776004422400,4.36342236328125,-0.2798124849796295,0.025299999862909317,-0.015949999913573265
1710940776098456300,4.457456298828125,-0.2773374915122986,0.0448249988257885,-0.052662499248981476
1710940776192490200,4.551490234375,-0.2480500042438507,-0.04675000160932541,-0.10518749803304672
1710940776286524000,4.64552392578125,-0.1845249980688095,-0.1200374960899353,-0.0147124994546175
1710940776380557600,4.7395576171875,-0.15152500569820404,-0.030799999833106995,-0.012374999932944775
1710940776474591500,4.833591552734375,-0.04028749838471413,-0.005224999971687794,-0.037950001657009125
1710940776568625200,4.927625244140625,0.06104999780654907,0.04001250118017197,0.08291249722242355
