record_version,record_number,record_timestamp,sample_index,ax,ay,az,gx,gy,gz,aux_flags,record_timestamp_iso,record_delta_ms
2,27,1761745650496,5,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.496000+00:00,167
2,27,1761745650496,6,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.496000+00:00,167
2,27,1761745650496,7,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.496000+00:00,167
2,27,1761745650496,8,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.496000+00:00,167
2,27,1761745650496,9,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.496000+00:00,167
2,28,1761745650662,0,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.662000+00:00,166
2,28,1761745650662,1,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.662000+00:00,166
2,28,1761745650662,2,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.662000+00:00,166
2,28,1761745650662,3,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.662000+00:00,166
2,28,1761745650662,4,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.662000+00:00,166
2,28,1761745650662,5,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.662000+00:00,166
2,28,1761745650662,6,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.662000+00:00,166
2,28,1761745650662,7,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.662000+00:00,166
2,28,1761745650662,8,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.662000+00:00,166
2,28,1761745650662,9,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.662000+00:00,166
2,29,1761745650829,0,862,213,462,-140,-140,630,31,2025-10-29T13:47:30.829000+00:00,167
2,29,1761745650829,1,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.829000+00:00,167
2,29,1761745650829,2,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.829000+00:00,167
2,29,1761745650829,3,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.829000+00:00,167
2,29,1761745650829,4,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.829000+00:00,167
2,29,1761745650829,5,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.829000+00:00,167
2,29,1761745650829,6,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.829000+00:00,167
2,29,1761745650829,7,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.829000+00:00,167
2,29,1761745650829,8,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.829000+00:00,167
2,29,1761745650829,9,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.829000+00:00,167
2,30,1761745650996,0,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.996000+00:00,167
2,30,1761745650996,1,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.996000+00:00,167
2,30,1761745650996,2,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.996000+00:00,167
2,30,1761745650996,3,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.996000+00:00,167
2,30,1761745650996,4,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.996000+00:00,167
2,30,1761745650996,5,862,213,462,-140,-140,560,31,2025-10-29T13:47:30.996000+00:00,167
2,30,1761745650996,6,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.996000+00:00,167
2,30,1761745650996,7,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.996000+00:00,167
2,30,1761745650996,8,862,213,462,-210,-210,560,31,2025-10-29T13:47:30.996000+00:00,167
2,30,1761745650996,9,862,213,462,-210,-210,630,31,2025-10-29T13:47:30.996000+00:00,167
2,31,1761745651162,0,862,213,462,-210,-210,630,31,2025-10-29T13:47:31.162000+00:00,166
2,31,1761745651162,1,862,213,462,-140,-140,630,31,2025-10-29T13:47:31.162000+00:00,166
2,31,1761745651162,2,862,213,462,-140,-140,560,31,2025-10-29T13:47:31.162000+00:00,166
2,31,1761745651162,3,862,213,462,-210,-210,560,31,2025-10-29T13:47:31.162000+00:00,166
2,31,1761745651162,4,862,213,462,-210,-210,560,31,2025-10-29T13:47:31.162000+00:00,166
2,31,1761745651162,5,862,213,462,-210,-210,560,31,2025-10-29T13:47:31.162000+00:00,166
2,31,1761745651162,6,862,213,462,-140,-140,560,31,2025-10-29T13:47:31.162000+00:00,166
2,31,1761745651162,7,862,213,462,-210,-210,630,31,2025-10-29T13:47:31.162000+00:00,166
2,31,1761745651162,8,862,213,462,-210,-210,630,31,2025-10-29T13:47:31.162000+00:00,166
2,31,1761745651162,9,862,213,462,-210,-210,560,31,2025-10-29T13:47:31.162000+00:00,166
